"region","duration","start_year","end_year","sstar_slope","asar_slope","estar_slope","sar_ave_slope","mp_dist","mnn_dist","N","MAT_C","MAP_mm","MAT_sd","MAP_sd"
"2060019830",14,2002,2016,0.2149803436764,0.0162645068729795,0.23124485054938,0.289358037521368,47.3333872051851,9.47116890868546,17,13.3426200374758,1082.71164295109,0.441046362890754,142.594658720911
"2060020330",6,1995,2001,0.194821535019258,0.146799596022043,0.341621131041302,0.428526553768977,71.6507984343612,21.4917815081187,14,12.8840711655924,1112.51841397503,0.392551610976404,209.475575842634
"2060020620",6,1996,2002,0.186039540337462,0.12387537352154,0.309914913859001,0.475215150130103,80.7169089018526,24.875650415676,14,11.036404064292,1000.0203350561,0.374679204278293,86.6917599410191
"2060021230",14,1996,2010,0.304826011351861,0.0243875449013625,0.329213556253223,0.276610188211869,132.063305988511,20.4585596181816,15,11.7452362629713,1016.56786811109,0.452486673776517,143.006111589795
"2060022970",12,1994,2006,0.198231170274818,-0.0461681627900069,0.152063007484811,0.280313431294741,99.4072143344244,18.7711850192666,15,10.2176902049252,1003.54678760445,0.54091099179929,144.538581101447
"2060028670",6,2012,2017,0.173956638416336,0.0341017432933477,0.208058381709683,0.478008401221879,76.3502798018186,1.71218406006423,14,5.70370265639049,670.013723397572,0.675112422577757,100.421877355518
"2060030160",16,2002,2018,0.13884163584991,-0.0184272581118866,0.120414377738023,0.264799622034538,96.9467948840819,7.45205665204126,23,0.388899343361495,530.946285901902,0.648723338470958,60.5012363022639
"2060030170",6,1996,2002,0.17362656144323,0.0230675728839726,0.196694134327203,0.241957339675206,19.4820340507984,4.12808724730355,16,0.62220908763338,545.087323597013,0.592601180875513,101.806497194019
"2060030270",18,2000,2018,0.141596761423026,0.0129044463267277,0.154501207749753,0.203383849840022,20.8832814476087,3.06800027682483,14,2.45489051234815,595.745304024888,0.724266346983257,83.1428357702045
"2060030490",20,1998,2018,0.198476209372019,0.0371601238575891,0.235636333229608,0.440221892045268,17.7836256275194,3.43109223525458,16,2.99147221073183,643.277382602731,0.7835720638479,92.8574666304065
"2060030650",10,2008,2018,0.220956382115362,0.184454169607226,0.405410551722588,0.489062999175117,141.508290534014,3.24741148114661,15,1.55944118089112,620.193093021601,0.928836300235089,52.4111431886773
"2060030660",20,1998,2018,0.165166731047633,0.0174967356726046,0.182663466720238,0.356304438576619,26.5073533759744,3.10224887343592,18,3.21373392942351,652.912588757776,0.778948203736564,87.7035199275387
"2060031490",6,2008,2014,0.264098118435005,0.101241244799342,0.365339363234347,0.407810542917843,91.6668449193565,11.7612915100532,19,3.62258649493587,721.458252892543,1.22283340948546,98.7975969670277
"2060031740",6,2006,2012,0.170301954275159,0.261420899644962,0.431722853920121,0.464361787647576,41.2010196057689,7.57218166627563,15,5.19980693608136,759.386742523613,1.07061301400599,77.8807513068567
"2060031750",16,2002,2018,0.269530734604313,0.0366262609474717,0.306156995551785,0.413455981120041,19.853370436979,1.30074049463832,15,7.71488276434432,506.220232555892,0.62803747183577,65.3351231830166
"2060031960",16,2003,2018,0.307158261009764,0.0341898157978895,0.341348076807654,0.506083621567586,32.2073779250427,6.20924174266463,14,6.69973045050031,691.812085865686,0.693927776082201,78.6578396406206
"2060031970",18,1999,2017,0.195623441930131,0.0617121069197194,0.25733554884985,0.494210822277076,76.8722962295044,10.336371990113,15,7.31749602404976,671.143815730763,0.620217257361271,65.4096078423318
"2060032680",16,2001,2017,0.210006852639232,0.129111177350719,0.339118029989952,0.403450137758266,55.9848724824498,5.20188592222963,15,8.47331074761152,795.926911256001,0.657329952481297,95.7832465959521
"2060033010",14,1999,2013,0.187603768830488,0.0936228476255995,0.281226616456088,0.391355274930074,68.0592381885221,3.1707896183899,14,7.09623004249488,881.700978470279,0.641789331557435,80.2768959967519
"2060033020",24,1994,2018,0.195074455326273,0.120647559358969,0.315722014685242,0.328615186379561,58.6007053998084,5.45605689671152,30,7.41710816617158,950.465171209685,0.719988773842438,128.938914614077
"2060033330",14,1991,2005,0.368745429936434,0.0463241074079967,0.415069537344431,0.430416675670564,27.8392319641844,5.94096419048253,14,7.34672344893333,848.613504345931,0.619739725319777,132.202893426476
"2060048980",6,2004,2010,0.233647989170848,0.301835601777312,0.535483590948161,0.417067575673778,18.8921686296648,4.70056549850603,14,10.5547897597444,813.327759872542,0.562515163011181,91.6794322117409
"2060048990",12,2002,2014,0.155260641778324,0.00511571341071804,0.160376355189042,0.178209181385517,45.4914362051109,7.44773587885067,18,10.6006296694309,1336.97783802856,0.466200797357464,169.540648504347
"2060049660",6,2003,2009,0.10154264514474,0.194348178351448,0.295890823496188,0.431179112234125,48.9083834724341,10.7583544844235,16,9.96525139817077,753.977524626587,0.218185206035231,87.8333893251733
"2060050410",6,2002,2008,0.146614022250095,0.00580340894779067,0.152417431197886,0.415320896631339,24.3063594901534,3.63620988066665,14,9.64369353563527,1095.20696298469,0.182839863928214,154.485392711007
"2060050420",12,2002,2013,0.207748030320054,0.00593809377277513,0.213686124092829,0.299913805940974,54.911375848333,7.47679149232252,23,8.5569637174955,1546.59093252598,0.444210926506134,199.806382618497
"2060052960",12,2001,2013,0.125400240843977,0.165929718115795,0.291329958959773,0.408363916330002,65.4307942494666,5.5619184074698,18,8.59412312828954,938.374530380699,0.445856071369444,111.662427470835
"2060053240",12,2001,2013,0.0580666041049161,0.0399241162534535,0.0979907203583697,0.634943485958281,51.0342944525625,12.6689698060181,15,8.9590403267067,963.316993028797,0.458990802674604,111.229956980854
