"Site","plot","Latitude","Longitude","time","start_year","end_year"
"OAES","OAES_001",35.412699,-99.058259,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_002",35.419716,-99.052304,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_003",35.412139,-99.069792,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_004",35.41213,-99.085338,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_005",35.404299,-99.080041,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_006",35.420259,-99.048669,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_007",35.419991,-99.057264,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_008",35.395379,-99.063188,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_009",35.420795,-99.050317,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_010",35.399175,-99.06056,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_011",35.400509,-99.069797,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_012",35.402943,-99.064829,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_013",35.408094,-99.058566,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_014",35.399702,-99.057894,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_015",35.421331,-99.052968,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_016",35.410784,-99.069142,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_017",35.409965,-99.061216,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_018",35.416194,-99.052287,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_019",35.40375,-99.077405,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_020",35.401617,-99.05625,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_021",35.411869,-99.074095,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_022",35.411053,-99.06485,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_023",35.413507,-99.056933,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_024",35.41945,-99.058899,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_025",35.418916,-99.047009,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_027",35.411886,-99.055596,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_028",35.416198,-99.058897,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_029",35.41564,-99.04997,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_043",35.405108,-99.058568,"2015,2016,2017,2018,2019",2015,2019
"OAES","OAES_044",35.404309,-99.059225,"2015,2016,2017,2018,2019",2015,2019
"ONAQ","ONAQ_003",40.205921,-112.430276,"2015,2016,2017,2018,2019",2015,2019
"ONAQ","ONAQ_005",40.180775,-112.431854,"2015,2016,2017,2018,2019",2015,2019
"ONAQ","ONAQ_007",40.212498,-112.467435,"2015,2016,2017,2018,2019",2015,2019
"ONAQ","ONAQ_009",40.160802,-112.471249,"2015,2016,2017,2018,2019",2015,2019
"ONAQ","ONAQ_011",40.150745,-112.456226,"2015,2016,2017,2018,2019",2015,2019
"ONAQ","ONAQ_014",40.206496,-112.448966,"2015,2016,2017,2018,2019",2015,2019
"ONAQ","ONAQ_015",40.151789,-112.478445,"2015,2016,2017,2018,2019",2015,2019
"ONAQ","ONAQ_016",40.175178,-112.446181,"2015,2016,2017,2018,2019",2015,2019
"ONAQ","ONAQ_017",40.190515,-112.51523,"2015,2016,2017,2018,2019",2015,2019
"ONAQ","ONAQ_019",40.175284,-112.482459,"2015,2016,2017,2018,2019",2015,2019
"ONAQ","ONAQ_020",40.182614,-112.43611,"2015,2016,2017,2018,2019",2015,2019
"ONAQ","ONAQ_027",40.18922,-112.470078,"2015,2016,2017,2018,2019",2015,2019
"ONAQ","ONAQ_041",40.174021,-112.45284,"2015,2016,2017,2018,2019",2015,2019
"ONAQ","ONAQ_042",40.176674,-112.456785,"2015,2016,2017,2018,2019",2015,2019
"ONAQ","ONAQ_043",40.17372,-112.456712,"2015,2016,2017,2018,2019",2015,2019
"ORNL","ORNL_003",35.965875,-84.230646,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"ORNL","ORNL_004",35.907944,-84.275214,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"ORNL","ORNL_006",35.938227,-84.32368,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"ORNL","ORNL_007",35.925371,-84.329755,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"ORNL","ORNL_008",35.93276,-84.332543,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"ORNL","ORNL_009",35.974464,-84.227994,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"ORNL","ORNL_010",35.953307,-84.332168,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"ORNL","ORNL_014",35.939979,-84.305649,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"ORNL","ORNL_015",35.965463,-84.236993,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"ORNL","ORNL_017",35.976845,-84.297431,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"ORNL","ORNL_018",35.933929,-84.276978,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"ORNL","ORNL_019",35.943431,-84.31456,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"ORNL","ORNL_027",35.916313,-84.263286,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"ORNL","ORNL_029",35.95765,-84.261843,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"ORNL","ORNL_032",35.944521,-84.326487,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"ORNL","ORNL_033",35.961718,-84.226799,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"ORNL","ORNL_035",35.974771,-84.350404,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"ORNL","ORNL_040",35.975905,-84.303477,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"OSBS","OSBS_001",29.702914,-82.008881,"2015,2016,2017,2018,2019",2015,2019
"OSBS","OSBS_002",29.703861,-81.956817,"2015,2016,2017,2018,2019",2015,2019
"OSBS","OSBS_003",29.694993,-81.947419,"2015,2016,2017,2018,2019",2015,2019
"OSBS","OSBS_004",29.684075,-81.959108,"2015,2016,2017,2018,2019",2015,2019
"OSBS","OSBS_006",29.686609,-81.983001,"2015,2016,2017,2018,2019",2015,2019
"OSBS","OSBS_007",29.690279,-81.962568,"2015,2016,2017,2018,2019",2015,2019
"OSBS","OSBS_008",29.685058,-82.007163,"2015,2016,2017,2018,2019",2015,2019
"OSBS","OSBS_011",29.721507,-81.987042,"2015,2016,2017,2018,2019",2015,2019
"OSBS","OSBS_013",29.68216,-81.961566,"2015,2016,2017,2018,2019",2015,2019
"OSBS","OSBS_014",29.692719,-81.958259,"2015,2016,2017,2018,2019",2015,2019
"OSBS","OSBS_016",29.682392,-81.967447,"2015,2016,2017,2018,2019",2015,2019
"OSBS","OSBS_020",29.686849,-81.950765,"2015,2016,2017,2018,2019",2015,2019
"OSBS","OSBS_026",29.693584,-81.992056,"2015,2016,2017,2018,2019",2015,2019
"OSBS","OSBS_027",29.691969,-81.992063,"2015,2016,2017,2018,2019",2015,2019
"OSBS","OSBS_048",29.679302,-81.94635,"2015,2016,2017,2018,2019",2015,2019
"PUUM","PUUM_001",19.584691,-155.347645,"2018,2019,2020,2021,2022",2018,2022
"PUUM","PUUM_002",19.595002,-155.346931,"2018,2019,2020,2021,2022",2018,2022
"PUUM","PUUM_003",19.577682,-155.344675,"2018,2019,2020,2021,2022",2018,2022
"PUUM","PUUM_004",19.557778,-155.230067,"2018,2019,2020,2021,2022",2018,2022
"PUUM","PUUM_005",19.587497,-155.343354,"2018,2019,2020,2021,2022",2018,2022
"PUUM","PUUM_006",19.578312,-155.318129,"2018,2019,2020,2021,2022",2018,2022
"PUUM","PUUM_007",19.554243,-155.228851,"2018,2019,2020,2021,2022",2018,2022
"PUUM","PUUM_008",19.577677,-155.326382,"2018,2019,2020,2021,2022",2018,2022
"PUUM","PUUM_009",19.586328,-155.347658,"2018,2019,2020,2021,2022",2018,2022
"PUUM","PUUM_011",19.563412,-155.337895,"2018,2019,2020,2021,2022",2018,2022
"PUUM","PUUM_012",19.576427,-155.338942,"2018,2019,2020,2021,2022",2018,2022
"PUUM","PUUM_013",19.564986,-155.34223,"2018,2019,2020,2021,2022",2018,2022
"PUUM","PUUM_014",19.587494,-155.339669,"2018,2019,2020,2021,2022",2018,2022
"PUUM","PUUM_015",19.561039,-155.249535,"2018,2019,2020,2021,2022",2018,2022
"PUUM","PUUM_016",19.554987,-155.233462,"2018,2019,2020,2021,2022",2018,2022
"PUUM","PUUM_017",19.569684,-155.315978,"2018,2019,2020,2021,2022",2018,2022
"PUUM","PUUM_018",19.590157,-155.343706,"2018,2019,2020,2021,2022",2018,2022
"PUUM","PUUM_020",19.5807,-155.322218,"2018,2019,2020,2021,2022",2018,2022
"RMNP","RMNP_001",40.203348,-105.465976,"2017,2018,2019,2020,2021,2022",2017,2022
"RMNP","RMNP_005",40.167943,-105.526306,"2017,2018,2019,2020,2021,2022",2017,2022
"RMNP","RMNP_006",40.158144,-105.543533,"2017,2018,2019,2020,2021,2022",2017,2022
"RMNP","RMNP_007",40.18087,-105.537712,"2017,2018,2019,2020,2021,2022",2017,2022
"RMNP","RMNP_011",40.203699,-105.512508,"2017,2018,2019,2020,2021,2022",2017,2022
"RMNP","RMNP_012",40.156545,-105.535747,"2017,2018,2019,2020,2021,2022",2017,2022
"RMNP","RMNP_013",40.196781,-105.486722,"2017,2018,2019,2020,2021,2022",2017,2022
"RMNP","RMNP_016",40.154382,-105.475488,"2017,2018,2019,2020,2021,2022",2017,2022
"RMNP","RMNP_018",40.163833,-105.538996,"2017,2018,2019,2020,2021,2022",2017,2022
"RMNP","RMNP_019",40.195931,-105.491303,"2017,2018,2019,2020,2021,2022",2017,2022
"RMNP","RMNP_020",40.197385,-105.468403,"2017,2018,2019,2020,2021,2022",2017,2022
"RMNP","RMNP_021",40.158459,-105.539283,"2017,2018,2019,2020,2021,2022",2017,2022
"RMNP","RMNP_023",40.188464,-105.534931,"2017,2018,2019,2020,2021,2022",2017,2022
"RMNP","RMNP_041",40.275899,-105.546756,"2017,2018,2019,2020,2021,2022",2017,2022
"RMNP","RMNP_043",40.276827,-105.545384,"2017,2018,2019,2020,2021,2022",2017,2022
"RMNP","RMNP_044",40.27733,-105.546207,"2017,2018,2019,2020,2021,2022",2017,2022
"SCBI","SCBI_002",38.895214,-78.142704,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"SCBI","SCBI_003",38.883308,-78.120371,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"SCBI","SCBI_004",38.896938,-78.146458,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"SCBI","SCBI_007",38.884909,-78.130305,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"SCBI","SCBI_008",38.887763,-78.147164,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"SCBI","SCBI_010",38.884776,-78.125148,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"SCBI","SCBI_011",38.879734,-78.139901,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"SCBI","SCBI_013",38.874379,-78.163985,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"SCBI","SCBI_015",38.884381,-78.141069,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"SCBI","SCBI_016",38.904234,-78.158647,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"SCBI","SCBI_018",38.870965,-78.157532,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"SCBI","SCBI_019",38.900642,-78.175704,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"SCBI","SCBI_035",38.882888,-78.168813,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"SCBI","SCBI_040",38.883962,-78.168759,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"SCBI","SCBI_067",38.893949,-78.135536,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"SERC","SERC_001",38.868693,-76.533585,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_002",38.895036,-76.558917,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_003",38.899872,-76.543752,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_004",38.87241,-76.554055,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_005",38.893246,-76.547604,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_006",38.88109,-76.547314,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_007",38.873795,-76.539828,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_008",38.871838,-76.524078,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_009",38.897571,-76.561169,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_010",38.909676,-76.546253,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_011",38.898525,-76.551056,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_012",38.878648,-76.560977,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_013",38.871792,-76.544434,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_014",38.875995,-76.541096,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_016",38.899455,-76.547547,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_017",38.876039,-76.535565,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_018",38.872927,-76.531608,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_019",38.871775,-76.550692,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_020",38.870108,-76.535927,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_021",38.896415,-76.560181,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_022",38.875454,-76.554591,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_023",38.875233,-76.535264,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_024",38.865796,-76.528949,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_025",38.88641,-76.551826,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_026",38.901228,-76.55059,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_027",38.87364,-76.543648,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_028",38.871746,-76.522041,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_029",38.871199,-76.528949,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_030",38.910052,-76.548984,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_044",38.890803,-76.553986,"2015,2016,2017,2018,2019",2015,2019
"SERC","SERC_045",38.880982,-76.55872,"2015,2016,2017,2018,2019",2015,2019
"SRER","SRER_001",31.862142,-110.818853,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_002",31.870334,-110.856598,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_003",31.840609,-110.917189,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_004",31.906778,-110.815262,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_005",31.828844,-110.823985,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_007",31.897668,-110.874932,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_008",31.867013,-110.81472,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_009",31.844582,-110.83473,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_010",31.800537,-110.909297,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_011",31.845427,-110.870885,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_012",31.870053,-110.85024,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_013",31.809753,-110.893755,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_014",31.874117,-110.887014,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_017",31.892821,-110.889228,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_018",31.897965,-110.908251,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_020",31.772365,-110.87637,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_021",31.790996,-110.855741,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_022",31.821406,-110.96285,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_023",31.852737,-110.857874,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_024",31.813686,-110.806586,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_028",31.878484,-110.899073,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_029",31.874124,-110.867364,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_030",31.91362,-110.831773,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"SRER","SRER_052",31.909531,-110.833359,"2016,2017,2018,2019,2020,2021,2022",2016,2022
"STEI","STEI_001",45.812246,-90.092743,"2015,2016,2017,2018,2019,2020,2021",2015,2021
"STEI","STEI_002",45.797373,-90.092307,"2015,2016,2017,2018,2019,2020,2021",2015,2021
"STEI","STEI_003",45.82494,-90.072607,"2015,2016,2017,2018,2019,2020,2021",2015,2021
"STEI","STEI_004",45.797883,-90.064162,"2015,2016,2017,2018,2019,2020,2021",2015,2021
"STEI","STEI_005",45.826442,-90.086208,"2015,2016,2017,2018,2019,2020,2021",2015,2021
"STEI","STEI_007",45.793824,-90.053927,"2015,2016,2017,2018,2019,2020,2021",2015,2021
"STEI","STEI_008",45.802505,-90.062109,"2015,2016,2017,2018,2019,2020,2021",2015,2021
"STEI","STEI_011",45.804887,-90.074576,"2015,2016,2017,2018,2019,2020,2021",2015,2021
"STEI","STEI_019",45.829715,-90.074786,"2015,2016,2017,2018,2019,2020,2021",2015,2021
"STEI","STEI_020",45.810575,-90.054415,"2015,2016,2017,2018,2019,2020,2021",2015,2021
"STEI","STEI_021",45.834307,-90.085088,"2015,2016,2017,2018,2019,2020,2021",2015,2021
"STEI","STEI_022",45.804414,-90.052167,"2015,2016,2017,2018,2019,2020,2021",2015,2021
"STEI","STEI_023",45.823957,-90.098036,"2015,2016,2017,2018,2019,2020,2021",2015,2021
"STEI","STEI_024",45.835999,-90.072824,"2015,2016,2017,2018,2019,2020,2021",2015,2021
"STEI","STEI_047",45.506178,-89.588573,"2015,2016,2017,2018,2019,2020,2021",2015,2021
"STEI","STEI_060",45.506757,-89.58706,"2015,2016,2017,2018,2019,2020,2021",2015,2021
"TALL","TALL_001",32.977665,-87.432705,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"TALL","TALL_002",32.922166,-87.428895,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"TALL","TALL_004",32.957884,-87.432614,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"TALL","TALL_005",32.897137,-87.397336,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"TALL","TALL_006",32.898842,-87.446131,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"TALL","TALL_007",32.974426,-87.42694,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"TALL","TALL_008",32.921617,-87.433389,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"TALL","TALL_010",32.926835,-87.418704,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"TALL","TALL_011",32.956315,-87.410146,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"TALL","TALL_015",32.916737,-87.437886,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"TALL","TALL_016",32.970408,-87.415018,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"TALL","TALL_017",32.91006,-87.40866,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"TALL","TALL_018",32.916368,-87.389763,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"TALL","TALL_051",32.950156,-87.397294,"2014,2015,2016,2017,2018,2019,2020,2021,2022",2014,2022
"TREE","TREE_002",45.492353,-89.567781,"2015,2016,2017,2018,2019",2015,2019
"TREE","TREE_003",45.490243,-89.577675,"2015,2016,2017,2018,2019",2015,2019
"TREE","TREE_004",45.479917,-89.556089,"2015,2016,2017,2018,2019",2015,2019
"TREE","TREE_005",45.481809,-89.5554,"2015,2016,2017,2018,2019",2015,2019
"TREE","TREE_006",45.491627,-89.551228,"2015,2016,2017,2018,2019",2015,2019
"TREE","TREE_007",45.496911,-89.557229,"2015,2016,2017,2018,2019",2015,2019
"TREE","TREE_008",45.480466,-89.55497,"2015,2016,2017,2018,2019",2015,2019
"TREE","TREE_010",45.494884,-89.56329,"2015,2016,2017,2018,2019",2015,2019
"TREE","TREE_013",45.485891,-89.578606,"2015,2016,2017,2018,2019",2015,2019
"TREE","TREE_016",45.495625,-89.566391,"2015,2016,2017,2018,2019",2015,2019
"TREE","TREE_017",45.492422,-89.576619,"2015,2016,2017,2018,2019",2015,2019
"TREE","TREE_018",45.493691,-89.567838,"2015,2016,2017,2018,2019",2015,2019
"TREE","TREE_019",45.494384,-89.574026,"2015,2016,2017,2018,2019",2015,2019
"TREE","TREE_020",45.492521,-89.560121,"2015,2016,2017,2018,2019",2015,2019
"TREE","TREE_021",45.496656,-89.567981,"2015,2016,2017,2018,2019",2015,2019
"TREE","TREE_024",45.489236,-89.549989,"2015,2016,2017,2018,2019",2015,2019
"TREE","TREE_026",45.494267,-89.554434,"2015,2016,2017,2018,2019",2015,2019
"TREE","TREE_041",45.494189,-89.587995,"2015,2016,2017,2018,2019",2015,2019
"TREE","TREE_046",45.49355,-89.592162,"2015,2016,2017,2018,2019",2015,2019
"TREE","TREE_049",45.493852,-89.591026,"2015,2016,2017,2018,2019",2015,2019
"TREE","TREE_060",45.498289,-89.568055,"2015,2016,2017,2018,2019",2015,2019
"UKFS","UKFS_001",39.037623,-95.196953,"2016,2017,2018,2019,2020,2021",2016,2021
"UKFS","UKFS_002",39.046329,-95.208663,"2016,2017,2018,2019,2020,2021",2016,2021
"UKFS","UKFS_004",39.043184,-95.202721,"2016,2017,2018,2019,2020,2021",2016,2021
"UKFS","UKFS_005",39.054509,-95.204735,"2016,2017,2018,2019,2020,2021",2016,2021
"UKFS","UKFS_006",39.033807,-95.198575,"2016,2017,2018,2019,2020,2021",2016,2021
"UKFS","UKFS_009",39.045354,-95.201392,"2016,2017,2018,2019,2020,2021",2016,2021
"UKFS","UKFS_010",39.052686,-95.185979,"2016,2017,2018,2019,2020,2021",2016,2021
"UKFS","UKFS_012",39.045695,-95.198263,"2016,2017,2018,2019,2020,2021",2016,2021
"UKFS","UKFS_014",39.039804,-95.195979,"2016,2017,2018,2019,2020,2021",2016,2021
"UKFS","UKFS_015",39.0537,-95.204399,"2016,2017,2018,2019,2020,2021",2016,2021
"UKFS","UKFS_016",39.042666,-95.188442,"2016,2017,2018,2019,2020,2021",2016,2021
"UKFS","UKFS_018",39.053113,-95.192935,"2016,2017,2018,2019,2020,2021",2016,2021
"UKFS","UKFS_021",39.056126,-95.204458,"2016,2017,2018,2019,2020,2021",2016,2021
"UKFS","UKFS_031",39.036615,-95.192035,"2016,2017,2018,2019,2020,2021",2016,2021
"UNDE","UNDE_001",46.234625,-89.560771,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_002",46.243102,-89.544805,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_003",46.256247,-89.53609,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_007",46.248716,-89.53615,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_008",46.256193,-89.515052,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_010",46.237778,-89.541857,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_011",46.215104,-89.505026,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_012",46.236979,-89.504463,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_013",46.227894,-89.537131,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_015",46.231237,-89.506506,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_016",46.24597,-89.525485,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_017",46.23796,-89.496339,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_018",46.243048,-89.53471,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_020",46.207506,-89.481736,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_021",46.218464,-89.5118,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_022",46.230668,-89.56955,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_023",46.230008,-89.501807,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_024",46.215356,-89.516732,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_027",46.210824,-89.49004,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_028",46.256879,-89.545066,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_030",46.234502,-89.518756,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_034",46.248534,-89.520942,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_035",46.218532,-89.50791,"2014,2015,2016,2017,2018,2019",2014,2019
"UNDE","UNDE_037",46.231276,-89.541941,"2014,2015,2016,2017,2018,2019",2014,2019
"WOOD","WOOD_002",47.136134,-99.232896,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"WOOD","WOOD_003",47.118581,-99.239944,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"WOOD","WOOD_004",47.12584,-99.253801,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"WOOD","WOOD_006",47.142318,-99.247173,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"WOOD","WOOD_007",47.134755,-99.249895,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"WOOD","WOOD_008",47.142128,-99.21116,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"WOOD","WOOD_011",47.129592,-99.263721,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"WOOD","WOOD_012",47.129131,-99.23405,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"WOOD","WOOD_013",47.137759,-99.229336,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"WOOD","WOOD_014",47.139909,-99.23725,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"WOOD","WOOD_016",47.141017,-99.225794,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"WOOD","WOOD_017",47.135031,-99.247919,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"WOOD","WOOD_020",47.136633,-99.255844,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"WOOD","WOOD_021",47.146637,-99.247579,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
"WOOD","WOOD_023",47.130118,-99.26727,"2014,2015,2016,2017,2018,2019,2020,2021",2014,2021
